prompt,completion
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 d5 2.c4 e6 3.Nc3 Be7 4.Nf3 Nf6 5.Bf4 O-O 6.e3 Nbd7 7.cxd5 Nxd5 8.Nxd5 exd5 9.Be2 Bb4+ 10.Nd2 Nf6 11.O-O Bd6 12.Bg5 h6 13.Bh4 c6 14.Qc2 Re8 15.Rab1 g6 16.Bxf6 Qxf6 17.b4 a6 18.a4 h5 19.b5 Bf5 20.Bd3 Bxd3 21.Qxd3 cxb5 22.axb5 a5 23.Qb3 Qf5 24.Qa4 Rec8 25.b6 Qc2 26.Nb3 Qc6 27.Qa1 Bb4 28.Nc5 Qxb6 29.Nd3 Qd6 30.Qa2 Ra6 31.g3 Rc3 32.Rb3 Rxb3 33.Qxb3 Rc6 34.Qa4 Kg7 35.Rb1 Rc4 36.Ne5 Rc7 37.Nd3 Qc6 38.Qa2 Qb5 39.Qb3 Rc6 40.Kg2 Qc4 41.Qd1 Qb5 42.Qb3 Rc4 43.Ne5 Rc7 44.Nd3 Rc4 45.Ne5 Rc7 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 g6 2.d4 d6 3.Nc3 Bg7 4.f4 Nf6 5.Nf3 c5 6.Bb5+ Bd7 7.e5 Ng4 8.e6 fxe6 9.Ng5 Bxb5 10.Nxe6 Bxd4 11.Nxd8 Bf2+ 12.Kd2 Be3+ 13.Ke1 Bf2+ 14.Kd2 Be3+ 15.Ke1 Bf2+ 16.Kd2 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O b5 6.Bb3 Bc5 7.a4 Rb8 8.c3 O-O 9.axb5 axb5 10.d4 Bb6 11.Re1 d6 12.Be3 Bg4 13.Na3 exd4 14.cxd4 Re8 15.Nxb5 Nxe4 16.Nc3 Nxc3 17.bxc3 Qf6 18.Ba4 d5 19.h3 Bxf3 20.Qxf3 Qxf3 21.gxf3 Re6 22.Bf4 Nd8 23.Bg3 Rxe1+ 24.Rxe1 Ne6 25.Bd7 Rd8 26.Bxe6 Re8 27.Bxf7+ Kxf7 28.Ra1 Re2 29.Be5 Rc2 30.Ra3 g6 31.Kg2 Ke6 32.h4 h5 33.Kg3 Kf7 34.Kf4 Rxf2 35.Ke3 Rc2 36.Kd3 Rf2 37.Ke3 Rc2 38.Kd3 Rf2 39.Ke3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.a4 b4 9.d3 d6 10.Nbd2 Rb8 11.c3 Bg4 12.h3 Bh5 13.g4 Bg6 14.Nh4 Kh8 15.Bc4 d5 16.Nxg6+ fxg6 17.exd5 Nxd5 18.Ne4 bxc3 19.bxc3 Na5 20.Ba2 c6 21.Be3 Nb7 22.Rb1 Nxe3 23.Rxe3 Nc5 24.Rxb8 Qxb8 25.Nxc5 Bxc5 26.Rf3 a5 27.Kg2 Rf6 28.Qe2 Qf8 29.Qe4 Rxf3 30.Qxf3 Qf6 31.Bf7 Ba3 32.Be8 Bb2 33.c4 c5 34.Bf7 e4 35.dxe4 Be5 36.Bd5 Qxf3+ 37.Kxf3 g5 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 O-O 5.a3 Bxc3+ 6.Qxc3 d5 7.e3 b6 8.cxd5 Nxd5 9.Qc2 Ba6 10.Bxa6 Nxa6 11.e4 Ne7 12.Bg5 h6 13.Bxe7 Qxe7 14.Qc6 e5 15.Qb5 exd4 16.Qxa6 Qxe4+ 17.Kf1 Rfe8 18.Rd1 b5 19.Qxb5 Rab8 20.Qd3 Rxb2 21.Qxe4 Rxe4 22.g3 c5 23.Kg2 c4 24.Nf3 d3 25.Rd2 Rb3 26.a4 g5 27.Rc1 a5 28.Rdd1 Rb2 29.Rd2 Rxd2 30.Nxd2 Re2 31.Nb1 Rc2 32.Rd1 c3 33.Kf3 d2 34.Ke4 Rc1 35.Nxc3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 d5 5.a3 Bxc3+ 6.Qxc3 O-O 7.Nf3 dxc4 8.Qxc4 b6 9.Bg5 Bb7 10.Rd1 Nbd7 11.Ne5 h6 12.Nxd7 Qxd7 13.Bxf6 gxf6 14.d5 exd5 15.Qf4 Kh7 16.e3 c5 17.Bd3+ Kg7 18.Qg3+ Kh8 19.Qf4 Kg7 20.Qg3+ Kh8 21.Qf4 Kg7 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O b5 6.Bb3 Bb7 7.d3 Bc5 8.a4 O-O 9.Bg5 Be7 10.c3 h6 11.Bxf6 Bxf6 12.Bd5 Rb8 13.axb5 axb5 14.Na3 Ne7 15.Bxb7 Rxb7 16.Nc2 d5 17.Ne3 Qd7 18.Qb3 c6 19.h3 h5 20.Rfd1 Rd8 21.d4 exd4 22.Nxd4 b4 23.Qc2 bxc3 24.bxc3 Qc8 25.exd5 Nxd5 26.Nxd5 cxd5 27.Qd3 Rc7 28.Ra3 Rc4 29.Nf5 g6 30.Ne3 Rxc3 31.Rxc3 Qxc3 32.Qxc3 Bxc3 33.Nxd5 Ba5 34.Ne7+ Kf8 35.Rxd8+ Bxd8 36.Nd5 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.Bxc6 dxc6 6.d3 Bd6 7.Nbd2 Be6 8.O-O O-O 9.b3 Nd7 10.Bb2 b5 11.d4 f6 12.h3 c5 13.d5 Bf7 14.a4 Nb6 15.c4 c6 16.Nh4 Re8 17.Nf5 Bf8 18.Qg4 Kh8 19.f4 exf4 20.Qxf4 bxc4 21.bxc4 cxd5 22.cxd5 Qb8 23.Qh4 Nxd5 24.Rab1 Qb4 25.Bc1 Qxa4 26.exd5 Qxh4 27.Nxh4 Bxd5 28.Ba3 Re3 29.Ra1 Rd3 30.Rfd1 a5 31.Nhf3 a4 32.Rdc1 Kg8 33.Kf2 c4 34.Bxf8 Kxf8 35.Nxc4 Rb3 36.Nfd2 Rb4 37.Ra3 Rc8 38.Rac3 Be6 39.Na3 Rd8 40.Nf3 Rb3 41.Rxb3 axb3 42.Rc6 Bd5 43.Rb6 Rc8 44.Nb5 Rc2+ 45.Kg3 h5 46.Nbd4 Ra2 47.Ne6+ Kf7 48.Nf4 Be4 49.Rb4 h4+ 50.Kg4 b2 51.Nd2 Ba8 52.Nc4 g5 53.Rxb2 Rxb2 54.Nxb2 gxf4 55.Kxf4 Bxg2 56.Kg4 f5+ 57.Kxf5 Bxh3+ 58.Kg5 Be6 59.Kxh4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.Nf3 Nf6 2.c4 e6 3.Nc3 d5 4.d4 Nbd7 5.Bg5 c6 6.e3 Qa5 7.cxd5 Nxd5 8.Qd2 Bb4 9.Rc1 c5 10.a3 Bxc3 11.bxc3 b6 12.c4 Qxd2+ 13.Nxd2 N5f6 14.Be2 Ba6 15.f3 O-O 16.Kf2 h6 17.Bh4 Rfe8 18.Rhd1 cxd4 19.exd4 e5 20.Nb3 Rac8 21.a4 e4 22.Bxf6 Nxf6 23.d5 exf3 24.gxf3 Kf8 25.Bf1 Red8 26.Nd4 Rc5 27.Nb3 Rc7 28.Nd4 Rc5 29.Nb3 Rc7 30.Nd4 Rc5 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.c4 e6 2.Nc3 d5 3.d4 c5 4.e3 Nf6 5.Nf3 a6 6.cxd5 exd5 7.g3 Nc6 8.Bg2 c4 9.Ne5 Bb4 10.Bd2 O-O 11.O-O Re8 12.Nxc6 bxc6 13.b3 a5 14.Qc2 cxb3 15.axb3 g6 16.Rfc1 Bf5 17.Qd1 Qd6 18.Ra2 h5 19.Na4 h4 20.Nc5 Kg7 21.Bxb4 axb4 22.Rxa8 Rxa8 23.Ra1 Rh8 24.Qe1 hxg3 25.hxg3 Ne4 26.Nxe4 Bxe4 27.Bxe4 dxe4 28.Ra5 Rh5 29.Rxh5 gxh5 30.Kg2 c5 31.dxc5 Qxc5 32.Qd1 Qc3 33.Qd5 Kf6 34.Qd6+ Kg7 35.Qd5 Kf6 36.Qd6+ Kg7 37.Qd5 Kf6 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 Ne7 5.a3 Bxc3+ 6.bxc3 c5 7.Qg4 cxd4 8.Qxg7 Rg8 9.Qxh7 Qc7 10.Ne2 Nbc6 11.f4 dxc3 12.Nxc3 Nd4 13.Bb2 Bd7 14.O-O-O Qb6 15.Qd3 Ndf5 16.Rd2 Rc8 17.g3 Ne3 18.Ne4 Rxc2+ 19.Rxc2 dxe4 20.Qxe4 Nxc2 21.Qxc2 Bc6 22.Bg2 Bxg2 23.Qxg2 Nd5 24.Kb1 Nc3+ 25.Ka1 Qb3 26.Bxc3 Qxa3+ 27.Kb1 Qxc3 28.Rc1 Qb4+ 29.Qb2 Qe4+ 30.Qc2 Qb4+ 31.Qb2 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 h6 6.Bh4 O-O 7.e3 Ne4 8.Bxe7 Qxe7 9.Rc1 Nxc3 10.Rxc3 c6 11.Be2 dxc4 12.Bxc4 Nd7 13.O-O e5 14.Bb3 Rd8 15.Re1 exd4 16.exd4 Qd6 17.Rd3 Nf8 18.d5 Bf5 19.Rd2 cxd5 20.Rxd5 Qf6 21.Qd4 Be6 22.Qxf6 gxf6 23.Rh5 Bxb3 24.axb3 Ng6 25.Rxh6 Rd3 26.h4 Rad8 27.Rh5 Rxb3 28.Rf5 Kg7 29.h5 Nf8 30.Re4 Nh7 31.Rg4+ Kh6 32.Rc4 Rxb2 33.g4 b5 34.Rd4 Rxd4 35.Nxd4 Rb4 36.Rd5 Ng5 37.Kg2 Ne6 38.Nf5+ Kh7 39.Kg3 Rb3+ 40.Kh2 Rf3 41.Rd7 Ng5 42.Kg2 Rf4 43.Kg3 Rf3+ 44.Kg2 Rf4 45.Kg3 Rf3+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.Nf3 e6 3.Bg5 h6 4.Bh4 b6 5.e3 Bb7 6.Bd3 c5 7.c3 Be7 8.O-O Ne4 9.Bxe7 Qxe7 10.Nbd2 Nxd2 11.Nxd2 O-O 12.Qe2 d6 13.Rfd1 Nd7 14.e4 cxd4 15.cxd4 Rac8 16.f3 d5 17.e5 Qb4 18.Nb3 a5 19.Qd2 Qxd2 20.Nxd2 Nb8 21.Nb1 Ba6 22.Bxa6 Nxa6 23.Nc3 Rc4 24.Kf2 Nb4 25.Rd2 Nc6 26.Nb5 a4 27.Rad1 Na5 28.Nd6 Rc6 29.Rd3 Nc4 30.Rc3 a3 31.Nxc4 axb2 32.Rb1 b5 33.Rxb2 bxc4 34.a4 Ra8 35.Ra3 c3 36.Rc2 Ra5 37.Ke3 g5 38.Raxc3 Rxc3+ 39.Rxc3 Rxa4 40.Rd3 Kg7 41.Rd2 Ra3+ 42.Kf2 Ra4 43.g4 f6 44.Rb2 Rxd4 45.Rb7+ Kg6 46.Re7 fxe5 47.Rxe6+ Kf7 48.Rxe5 Rd2+ 49.Kg3 Kf6 50.Rf5+ Kg6 51.h4 Rd3 52.h5+ Kg7 53.Re5 Rd2 54.Re7+ Kg8 55.Rd7 Kh8 56.Rd8+ Kg7 57.Rd6 Kh7 58.Rg6 d4 59.Rd6 Kg7 60.Rd7+ Kg8 61.Re7 Kh8 62.Re6 Kh7 63.Rg6 Rc2 64.Rf6 Rd2 65.f4 Rd3+ 66.Kf2 gxf4 67.Rxf4 Rd2+ 68.Kf3 Kg7 69.Ke4 Rd1 70.Rf3 d3 71.Rxd3 Rxd3 72.Kxd3 Kf6 73.Ke4 Kg5 74.Kf3 Kf6 75.Kf4 Ke6 76.Kf3 Kf6 77.Kg3 Kg5 78.Kh3 Kf6 79.Kh4 Ke6 80.Kg3 Kf6 81.Kf4 Ke6 82.g5 hxg5+ 83.Kxg5 Kf7 84.h6 Kg8 85.Kg6 Kh8 86.h7 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.O-O Nf6 5.Nc3 d6 6.Na4 Bb6 7.d3 Na5 8.Bb3 h6 9.Nxb6 axb6 10.Ba4+ Nc6 11.c3 Bg4 12.Bb3 Qd7 13.Re1 b5 14.d4 Bxf3 15.gxf3 g5 16.Kh1 Ne7 17.dxe5 dxe5 18.Qxd7+ Nxd7 19.Be3 Ng6 20.Red1 Nf6 21.c4 bxc4 22.Bxc4 O-O 23.a4 Kg7 24.b4 Nh4 25.Be2 c6 26.Bb6 Rfe8 27.a5 Re7 28.Ra3 Nd7 29.Be3 Nf8 30.Bc4 Ne6 31.Bxe6 fxe6 32.Rad3 Nxf3 33.Rd7 Kf6 34.Bc5 Rxd7 35.Rxd7 b5 36.h3 h5 37.Kg2 g4 38.hxg4 hxg4 39.Kg3 Ng5 40.Be7+ Kg6 41.Bxg5 Kxg5 42.Rg7+ Kf6 43.Rc7 Rd8 44.a6 Kg5 45.Rxc6 Rd3+ 46.Kg2 Ra3 47.Rxe6 Kf4 48.Rb6 Ra2 49.Rxb5 Rxa6 50.Rb8 Ra2 51.b5 Rb2 52.b6 Rb3 53.b7 Kxe4 54.Kf1 Rb2 55.Ke1 Rb1+ 56.Kd2 Rb3 57.Kc2 Rb6 58.Kc3 Rb1 59.Kc4 Rb2 60.Kc5 Rb1 61.Kc6 Rc1+ 62.Kd6 Rb1 63.Ke7 Kf3 64.Rf8+ Ke2 65.b8=Q Rxb8 66.Rxb8 Kxf2 67.Rf8+ Ke3 68.Ke6 g3 69.Kxe5 g2 70.Rg8 Kf2 71.Rxg2+ Kxg2 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 Bxd2+ 5.Qxd2 d5 6.Nc3 O-O 7.e3 b6 8.Rc1 Bb7 9.cxd5 Nxd5 10.Be2 Nd7 11.O-O c5 12.Rfd1 Qe7 13.Ne4 Rac8 14.dxc5 Nxc5 15.Nxc5 Rxc5 16.Rxc5 Qxc5 17.Rc1 Qe7 18.Nd4 Rd8 19.Bf3 h6 20.h3 e5 21.Nf5 Qg5 22.Ng3 Nf4 23.exf4 exf4 24.h4 Qxh4 25.Nf5 Qg5 26.Nxh6+ gxh6 27.Qe2 Bd5 28.Rd1 Bxa2 29.Rxd8+ Qxd8 30.Qa6 Be6 31.Qxa7 Qd4 32.Qa3 Qd2 33.Qc3 Qxc3 34.bxc3 Kg7 35.Be4 Kf6 36.f3 Ke5 37.Kf2 Bf5 38.Bc6 Kd6 39.Bb5 Kc5 40.Be2 Be6 41.Ke1 Bc4 42.Bd1 h5 43.Bc2 Kb5 44.Kf2 Be6 45.Ke1 Kc4 46.Kd2 h4 47.Bd1 Bf5 48.Be2+ Kb3 49.Bd1+ Kb2 50.Be2 Kb3 51.Bd1+ Ka3 52.Be2 Ka4 53.Bd1+ Ka5 54.Be2 b5 55.Bd1 Be6 56.Ke1 Bc4 57.Bc2 Kb6 58.Kf2 Kc5 59.Ke1 Be6 60.Bd3 Bb3 61.Kf2 Kb6 62.Ke1 Ka5 63.Kd2 Bd5 64.Kc1 Ka4 65.Kc2 Be6 66.Kb2 b4 67.cxb4 Kxb4 68.Kc2 Bc4 69.Kd2 Kc5 70.Kc3 Be6 71.Be4 Bd7 72.Bd3 Kd5 73.Bc4+ Ke5 74.Bxf7 h3 75.gxh3 Bxh3 76.Kd2 Bg2 77.Ke2 Kf6 78.Bd5 Ke5 79.Be4 Kd4 80.Kf2 Bh1 81.Kg1 Bxf3 82.Bxf3 Ke3 83.Kg2 Kd4 84.Bg4 f3+ 85.Bxf3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 e6 3.c3 Nf6 4.e5 Nd5 5.Bc4 d6 6.d4 cxd4 7.cxd4 Nb6 8.Bd3 dxe5 9.dxe5 Bd7 10.O-O Bc6 11.Nc3 N8d7 12.Be4 Bxe4 13.Nxe4 Nc5 14.Qe2 Qd3 15.Qxd3 Nxd3 16.Rd1 Nc5 17.Nc3 Be7 18.Kf1 Rc8 19.Be3 Nc4 20.Bxc5 Rxc5 21.Ne4 Rc8 22.Rac1 O-O 23.Ke2 Nb6 24.Ne1 h5 25.Nd3 Nd5 26.g3 Kh7 27.h3 Rfd8 28.Rxc8 Rxc8 29.Rc1 Rxc1 30.Nxc1 Kg6 31.Nd3 b6 32.f4 f5 33.exf6 gxf6 34.Kf3 Nb4 35.Nxb4 Bxb4 36.g4 hxg4+ 37.hxg4 f5 38.gxf5+ exf5 39.Ng3 Kf6 40.Nf1 Ke6 41.Ng3 b5 42.b3 Be1 43.Nf1 Bb4 44.Ng3 Bd6 45.Ne2 Bc5 46.Ng3 a5 47.a4 b4 48.Ke2 Bd4 49.Kf3 Bb2 50.Ke3 Bc1+ 51.Kf3 Bd2 52.Nf1 Be1 53.Ne3 Bc3 54.Nc4 Kd5 55.Nxa5 Bd4 56.Ke2 Bc5 57.Nc4 Ke4 58.Nb2 Bd6 59.Nd3 Kd4 60.a5 Kc3 61.a6 Bb8 62.Ne5 Ba7 63.Nc6 Bc5 64.a7 Bxa7 65.Nxa7 Kxb3 66.Kd3 Ka2 67.Nb5 b3 68.Nc3+ Kb2 69.Kd2 Ka3 70.Nd1 Kb4 71.Kd3 Kc5 72.Ne3 b2 73.Kc2 Kd4 74.Nxf5+ Ke4 75.Kxb2 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d5 9.exd5 Nxd5 10.Nxe5 Nxe5 11.Rxe5 c6 12.d3 Bd6 13.Re1 Qh4 14.g3 Qh3 15.Re4 Nf6 16.Rh4 Qf5 17.d4 Re8 18.Bc2 Qd5 19.Bb3 Qf5 20.Bc2 Qd5 21.Bb3 Qf5 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.Nf3 Nf6 2.c4 e6 3.d4 b6 4.g3 Ba6 5.Qa4 Bb7 6.Bg2 c5 7.O-O Qc8 8.dxc5 Bxc5 9.Nc3 O-O 10.Bf4 Nh5 11.Be5 Nc6 12.Rad1 Rd8 13.Ne4 d5 14.Nxc5 bxc5 15.cxd5 exd5 16.e3 Nxe5 17.Nxe5 Qc7 18.Nd3 Qb6 19.b3 Rac8 20.Rc1 Nf6 21.Rfd1 h6 22.Bh3 Rc7 23.Bg2 a5 24.Nf4 Rcc8 25.Qa3 g5 26.Nd3 Ne4 27.Bxe4 dxe4 28.Ne5 Bd5 29.Nc4 Bxc4 30.Rxd8+ Rxd8 31.bxc4 Rd2 32.Qa4 Kg7 33.a3 Qb2 34.Rf1 Qc3 35.Rb1 Ra2 36.Qb5 Ra1 37.a4 Rxb1+ 38.Qxb1 Qxc4 39.Qb2+ Kh7 40.Qb7 Kg7 41.Qb2+ f6 42.Qb7+ Kg6 43.Qc6 Qb4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 g6 2.d4 d6 3.Nc3 Bg7 4.h4 h5 5.Nh3 Bxh3 6.Rxh3 Nd7 7.Be3 Ngf6 8.f3 c6 9.Qd2 b5 10.O-O-O b4 11.Ne2 a5 12.Kb1 O-O 13.Bg5 c5 14.Bh6 c4 15.Bxg7 Kxg7 16.Qg5 Nh7 17.Qe3 c3 18.g4 Nhf6 19.e5 Nd5 20.Qe4 e6 21.gxh5 cxb2 22.hxg6 f5 23.exf6+ Qxf6 24.h5 Rh8 25.f4 N7b6 26.Bg2 Rh6 27.Qd3 Rc8 28.Bxd5 Nxd5 29.Qa6 Rc7 30.Rdh1 Qf5 31.Qd3 Qxd3 32.Rxd3 Nc3+ 33.Nxc3 bxc3 34.d5 exd5 35.Rxd5 Rc4 36.Rd3 d5 37.f5 d4 38.Rg3 Rc8 39.Rg4 Rch8 40.Rf1 Kf6 41.Rxd4 Rxh5 42.Rd6+ Ke5 43.Re6+ Kd5 44.Ree1 Rg5 45.a3 a4 46.Ka2 Rg2 47.Kb1 Rf8 48.Rg1 Rxg1 49.Rxg1 Ke5 50.g7 Rg8 51.Rg3 Kxf5 52.Rxc3 Rxg7 53.Rc4 Ra7 54.Kxb2 Ke5 55.Kc3 Kd5 56.Rb4 Kc5 57.Kb2 Ra8 58.Rh4 Kb5 59.c4+ Ka5 60.Rh5+ Ka6 61.Rb5 Rd8 62.Kc3 Re8 63.Kb4 Rf8 64.Kxa4 Rc8 65.Kb4 Rh8 66.a4 Rh1 67.Rg5 Rb1+ 68.Kc5 Rh1 69.Rd5 Ka5 70.Kc6+ Kxa4 71.c5 Ka5 72.Kc7 Ka6 73.c6 Rh7+ 74.Rd7 Rh6 75.Rd6 Rh7+ 76.Kd8 Rh8+ 77.Kd7 Kb6 78.Re6 Rh7+ 79.Kd6 Rh1 80.Kd7 Rh7+ 81.Kd6 Rh1 82.Kd7 Rh7+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.d3 b5 7.Bb3 d6 8.a3 O-O 9.Nc3 Na5 10.Ba2 Be6 11.b4 Bxa2 12.Rxa2 Nc6 13.Bg5 Ng4 14.Bd2 Nf6 15.Bg5 Ng4 16.Bd2 Nf6 17.Bg5 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 b6 3.d4 cxd4 4.Nxd4 Bb7 5.Nc3 a6 6.Bg5 Qc7 7.Nd5 Qe5 8.Be3 e6 9.Nf3 Qxe4 10.Nc7+ Ke7 11.Nxa8 Bxa8 12.Qd4 b5 13.a4 Qxd4 14.Nxd4 b4 15.a5 Nf6 16.Nb3 Nd5 17.Ba7 Nc6 18.Bb6 g5 19.Bxa6 Bg7 20.Ra2 Rb8 21.Be2 Nxb6 22.axb6 Nd4 23.Nxd4 Bxd4 24.Bf3 Bxf3 25.gxf3 b3 26.cxb3 Rxb6 27.h4 h6 28.hxg5 hxg5 29.Ke2 Rxb3 30.Rd1 Bb6 31.Rd3 Rb5 32.b3 f5 33.Ra4 Bc5 34.b4 Bb6 35.Rb3 Kf6 36.Ra8 Bc5 37.Ra5 Rxb4 38.Rxb4 Bxb4 39.Ra7 d6 40.Rd7 Bc5 41.Rh7 Ke5 42.Rg7 Kf4 43.Rg6 e5 44.Rg8 Bd4 45.Rd8 Bc5 46.Ra8 g4 47.Ra4+ Bd4 48.fxg4 Kxg4 49.f3+ Kf4 50.Ra8 e4 51.fxe4 fxe4 52.Rf8+ Ke5 53.Re8+ Kd5 54.Kd2 Bc5 55.Ke2 Kd4 56.Ra8 d5 57.Ra4+ Ke5 58.Ra5 Bb6 59.Rb5 Bg1 60.Rb1 Bc5 61.Rh1 d4 62.Rh5+ Kd6 63.Rf5 Bb4 64.Rh5 Ke6 65.Rb5 Bd6 66.Rh5 Bf4 67.Rh3 Kd5 68.Rh5+ Ke6 69.Rh3 Kd6 70.Ra3 Kc5 71.Ra5+ Kb4 72.Rd5 Kc4 73.Rf5 d3+ 74.Kd1 Bg3 75.Rg5 Bf2 76.Rg4 Kd5 77.Rg8 Kd4 78.Rd8+ Ke3 79.Re8 Bh4 80.Re6 Bd8 81.Re8 Ba5 82.Re7 Bb4 83.Re8 Kf3 84.Rd8 Kf4 85.Rd7 Ke3 86.Rd8 Bc3 87.Rd7 Kf4 88.Rd8 Ke5 89.Rd7 Bb4 90.Rd8 Be7 91.Re8 Kd6 92.Kd2 Bg5+ 93.Kc3 Kd5 94.Ra8 Bf6+ 95.Kd2 Bg5+ 96.Kc3 Ke5 97.Rf8 Bf4 98.Rf7 Be3 99.Rf8 Bd4+ 100.Kd2 Bc5 101.Rf7 Kd4 102.Rf4 Bb4+ 103.Kd1 Bc3 104.Rh4 Kd5 105.Rh5+ Ke6 106.Rc5 Bd4 107.Ra5 Kd6 108.Ra8 Ke5 109.Re8+ Kf4 110.Rd8 Bc3 111.Rf8+ Ke3 112.Re8 Ba5 113.Re6 Kd4 114.Rd6+ Kc4 115.Re6 Kd5 116.Re8 Kd4 117.Ra8 Bc7 118.Rc8 Bf4 119.Rd8+ Kc3 120.Rc8+ Kb3 121.Rf8 Bh6 122.Rh8 Bg7 123.Re8 Kc3 124.Rxe4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Nxe4 5.Re1 Nd6 6.Nxe5 Be7 7.Bf1 Nxe5 8.Rxe5 O-O 9.d4 Bf6 10.Re1 Re8 11.Bf4 Rxe1 12.Qxe1 Ne8 13.c3 d5 14.Nd2 Bf5 15.Qe3 c6 16.Re1 Nd6 17.Qg3 Ne4 18.Nxe4 Bxe4 19.Bd3 Bxd3 20.Qxd3 Qd7 21.Qe3 Kf8 22.g3 Re8 23.Bd6+ Be7 24.Bf4 Bf6 25.Bd6+ Be7 26.Bf4 Bf6 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Qe2 Qe7 6.d3 Nf6 7.Nc3 Qxe2+ 8.Bxe2 g6 9.Nd4 a6 10.Bf4 Bg7 11.h3 Bd7 12.Bf3 Nc6 13.Nxc6 Bxc6 14.Bxc6+ bxc6 15.O-O-O Kd7 16.Rhe1 Rhe8 17.Ne4 Nd5 18.Bd2 f5 19.Ng5 h6 20.Nf3 g5 21.c3 c5 22.Kc2 Bf6 23.Rxe8 Rxe8 24.Re1 Rf8 25.Rh1 Re8 26.g3 g4 27.Ng1 Bg5 28.Kd1 a5 29.Ne2 a4 30.Bxg5 hxg5 31.hxg4 fxg4 32.Rh5 Re5 33.Rh7+ Ke6 34.a3 Rf5 35.c4 Nf6 36.Rh2 Rf3 37.Kc2 Nd7 38.d4 Nb6 39.dxc5 dxc5 40.Nc3 Ke5 41.Nd1 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 Nc6 8.Qd2 O-O 9.Bc4 Bd7 10.O-O-O Rc8 11.Bb3 Ne5 12.Kb1 Re8 13.h4 h5 14.Bh6 Nc4 15.Bxc4 Rxc4 16.Bxg7 Kxg7 17.Nd5 e5 18.Nxf6 Qxf6 19.Nb3 Rec8 20.Qxd6 Be6 21.c3 b5 22.Qd2 a5 23.Qg5 Qxg5 24.hxg5 a4 25.Nd2 R4c7 26.a3 Rd7 27.Kc1 f6 28.gxf6+ Kxf6 29.Nf1 Rxd1+ 30.Kxd1 Rd8+ 31.Ke1 Kg5 32.g3 Rd3 33.Nd2 Bc4 34.Nxc4 bxc4 35.Ke2 Rd6 36.Rh2 
